운행일자,요일,월,주운행선,운행거리_km,수송품목,화물중량_톤,상하,출발시간대,공차회송여부,결합배송여부,장마철여부,동절기여부,운휴_지연위험_실현
2026-12-15,화,12,태백선,168.1,컨테이너,4.7,상,야간(18-24),0,0,0,1,1
2026-05-02,토,5,전라선,204.9,시멘트,2.0,상,야간(18-24),0,1,0,0,1
2026-07-18,토,7,장항선,176.4,광석,14.2,상,야간(18-24),1,0,1,0,0
2026-07-10,금,7,충북선,142.6,철강,10.8,상,오후(12-18),0,0,1,0,1
2026-11-07,토,11,영동선,106.9,시멘트,17.3,상,오전(06-12),0,0,0,0,1
2026-06-10,수,6,경부선,311.2,유류,6.7,하,오전(06-12),0,0,1,0,0
2026-04-14,화,4,경부선,358.4,시멘트,5.4,상,오전(06-12),0,0,0,0,1
2026-01-08,목,1,경부선,284.7,석탄,16.7,하,오전(06-12),0,1,0,1,0
2026-05-13,수,5,충북선,95.9,컨테이너,10.2,상,오전(06-12),0,0,0,0,0
2026-10-29,목,10,충북선,121.2,컨테이너,17.1,상,야간(18-24),1,0,0,0,0
2026-01-04,일,1,전라선,198.6,컨테이너,12.2,상,오전(06-12),0,1,0,1,1
2026-11-24,화,11,중앙선,170.4,유류,23.3,하,오전(06-12),0,1,0,0,0
2026-07-18,토,7,경부선,327.7,기타,16.5,하,오후(12-18),0,0,1,0,0
2026-02-21,토,2,충북선,134.3,컨테이너,14.5,하,새벽(00-06),0,0,0,1,0
2026-04-21,화,4,영동선,91.6,컨테이너,16.8,상,새벽(00-06),0,0,0,0,0
2026-07-22,수,7,중앙선,160.8,컨테이너,10.4,하,오후(12-18),0,0,1,0,1
2026-04-26,일,4,경부선,275.6,철강,2.1,상,오전(06-12),0,0,0,0,0
2026-02-09,월,2,경부선,298.0,시멘트,14.2,상,새벽(00-06),0,1,0,1,1
2026-09-01,화,9,중앙선,172.4,시멘트,23.6,상,오전(06-12),0,0,0,0,1
2026-09-03,목,9,경부선,347.8,컨테이너,1.0,하,새벽(00-06),0,0,0,0,1
2026-02-13,금,2,중앙선,158.7,컨테이너,14.8,하,새벽(00-06),1,1,0,1,0
2026-04-13,월,4,충북선,152.4,광석,2.8,상,오전(06-12),0,1,0,0,0
2026-03-31,화,3,중앙선,174.2,시멘트,11.9,하,야간(18-24),0,0,0,0,0
2026-08-29,토,8,중앙선,221.6,컨테이너,12.5,상,새벽(00-06),0,0,1,0,0
2026-09-24,목,9,경부선,314.0,컨테이너,16.5,상,오전(06-12),0,0,0,0,0
2026-09-23,수,9,부산신항선,13.8,컨테이너,13.3,상,오전(06-12),0,0,0,0,0
2026-12-09,수,12,중앙선,153.0,컨테이너,20.2,하,오후(12-18),0,0,0,1,0
2026-10-08,목,10,중앙선,191.6,컨테이너,19.0,상,오전(06-12),0,0,0,0,1
2026-04-28,화,4,경부선,297.2,철강,10.8,상,오후(12-18),0,1,0,0,0
2026-02-09,월,2,충북선,130.6,컨테이너,18.6,상,야간(18-24),0,0,0,1,0
2026-08-13,목,8,태백선,134.1,시멘트,10.1,하,새벽(00-06),0,0,1,0,0
2026-12-01,화,12,경부선,389.5,시멘트,9.1,상,야간(18-24),0,1,0,1,0
2026-12-22,화,12,경부선,286.1,컨테이너,4.8,상,새벽(00-06),0,0,0,1,0
2026-03-26,목,3,경부선,315.1,시멘트,19.9,하,야간(18-24),0,0,0,0,0
2026-03-28,토,3,충북선,128.5,유류,10.2,상,오후(12-18),0,0,0,0,0
2026-01-14,수,1,호남선,171.7,컨테이너,1.0,하,오후(12-18),0,0,0,1,0
2026-02-21,토,2,중앙선,165.7,철강,15.3,하,오전(06-12),0,0,0,1,0
2026-07-22,수,7,중앙선,177.6,컨테이너,9.4,하,오전(06-12),0,0,1,0,0
2026-07-19,일,7,장항선,171.5,컨테이너,10.2,상,새벽(00-06),0,0,1,0,0
2026-05-16,토,5,전라선,222.6,컨테이너,10.6,하,오전(06-12),0,0,0,0,0
2026-04-24,금,4,경부선,254.3,석탄,10.0,하,오후(12-18),0,0,0,0,0
2026-10-30,금,10,경부선,295.2,시멘트,25.0,상,오전(06-12),0,0,0,0,0
2026-06-17,수,6,중앙선,210.9,철강,22.0,상,오전(06-12),0,0,1,0,0
2026-10-23,금,10,장항선,152.4,컨테이너,16.2,하,오전(06-12),0,0,0,0,0
2026-12-18,금,12,전라선,218.7,시멘트,13.4,상,야간(18-24),0,0,0,1,0
2026-04-26,일,4,전라선,238.2,컨테이너,18.8,하,오전(06-12),0,1,0,0,0
2026-03-15,일,3,태백선,119.9,컨테이너,13.5,하,오후(12-18),1,1,0,0,1
2026-12-14,월,12,경부선,333.9,시멘트,16.9,상,야간(18-24),0,0,0,1,0
2026-08-20,목,8,중앙선,140.1,컨테이너,15.3,하,새벽(00-06),0,1,1,0,0
2026-04-17,금,4,경부선,355.7,시멘트,12.8,하,새벽(00-06),0,0,0,0,0
2026-08-15,토,8,태백선,142.8,시멘트,17.6,상,야간(18-24),1,0,1,0,0
2026-07-07,화,7,충북선,162.7,철강,9.5,하,오후(12-18),0,0,1,0,0
2026-11-27,금,11,중앙선,232.7,석탄,12.4,상,오전(06-12),0,1,0,0,1
2026-04-04,토,4,경부선,307.0,컨테이너,6.1,하,새벽(00-06),0,1,0,0,1
2026-12-28,월,12,전라선,210.9,컨테이너,6.8,하,오전(06-12),0,0,0,1,0
2026-12-08,화,12,장항선,207.1,시멘트,1.0,하,야간(18-24),0,0,0,1,0
2026-03-07,토,3,전라선,284.6,컨테이너,14.7,상,오전(06-12),0,0,0,0,0
2026-03-02,월,3,경부선,292.5,컨테이너,16.4,하,야간(18-24),1,0,0,0,1
2026-07-14,화,7,부산신항선,10.3,시멘트,18.5,하,새벽(00-06),0,1,1,0,1
2026-01-17,토,1,장항선,200.5,시멘트,5.4,하,오전(06-12),0,0,0,1,0
2026-04-20,월,4,전라선,227.1,시멘트,14.6,상,새벽(00-06),0,0,0,0,0
2026-06-08,월,6,전라선,247.2,컨테이너,12.0,하,오전(06-12),0,0,1,0,1
2026-12-20,일,12,부산신항선,12.9,컨테이너,16.4,상,야간(18-24),0,0,0,1,0
2026-12-29,화,12,호남선,194.1,컨테이너,8.1,상,새벽(00-06),0,0,0,1,0
2026-02-25,수,2,충북선,171.8,컨테이너,10.0,상,오후(12-18),1,0,0,1,0
2026-11-22,일,11,중앙선,193.1,철강,2.7,상,오전(06-12),0,0,0,0,0
2026-02-03,화,2,중앙선,150.7,컨테이너,7.7,상,오전(06-12),0,1,0,1,1
2026-10-01,목,10,태백선,115.7,컨테이너,12.0,상,새벽(00-06),0,0,0,0,1
2026-11-05,목,11,충북선,145.0,유류,13.0,상,오전(06-12),0,0,0,0,0
2026-11-22,일,11,경부선,357.3,시멘트,1.9,하,야간(18-24),0,1,0,0,0
2026-03-23,월,3,경부선,358.7,컨테이너,8.9,하,새벽(00-06),0,1,0,0,0
2026-11-23,월,11,부산신항선,12.8,철강,13.0,상,새벽(00-06),0,1,0,0,0
2026-02-12,목,2,부산신항선,11.9,석탄,20.4,상,새벽(00-06),1,0,0,1,0
2026-07-09,목,7,호남선,218.5,광석,6.9,상,오후(12-18),0,0,1,0,0
2026-06-21,일,6,중앙선,203.0,유류,14.9,하,새벽(00-06),0,1,1,0,0
2026-04-26,일,4,장항선,187.8,석탄,8.6,상,야간(18-24),0,0,0,0,0
2026-01-09,금,1,태백선,145.0,컨테이너,9.3,상,오후(12-18),0,1,0,1,0
2026-10-09,금,10,중앙선,144.1,시멘트,6.7,상,오후(12-18),0,0,0,0,1
2026-05-03,일,5,경부선,288.6,컨테이너,5.7,상,새벽(00-06),0,0,0,0,0
2026-08-30,일,8,영동선,94.4,시멘트,9.2,하,오전(06-12),0,1,1,0,0
2026-05-30,토,5,경부선,364.5,광석,18.3,상,야간(18-24),0,0,0,0,0
2026-05-17,일,5,충북선,202.7,컨테이너,7.5,하,오전(06-12),0,0,0,0,0
2026-11-20,금,11,전라선,164.3,유류,6.5,상,오후(12-18),0,0,0,0,0
2026-02-04,수,2,전라선,276.3,시멘트,13.3,상,오후(12-18),0,0,0,1,0
2026-09-26,토,9,경부선,323.7,컨테이너,12.0,상,야간(18-24),0,0,0,0,0
2026-09-30,수,9,전라선,259.8,유류,11.6,하,오전(06-12),0,0,0,0,0
2026-05-19,화,5,경부선,340.5,시멘트,13.5,상,야간(18-24),0,0,0,0,0
2026-04-06,월,4,태백선,164.3,시멘트,5.9,하,새벽(00-06),0,1,0,0,0
2026-01-02,금,1,경부선,328.6,시멘트,6.6,상,오후(12-18),1,0,0,1,0
2026-12-08,화,12,전라선,188.5,컨테이너,17.9,하,오후(12-18),0,0,0,1,1
2026-12-12,토,12,장항선,177.5,컨테이너,11.1,하,오전(06-12),0,0,0,1,1
2026-03-29,일,3,경부선,340.8,석탄,15.6,하,새벽(00-06),0,0,0,0,0
2026-01-12,월,1,경부선,311.6,유류,19.3,상,오전(06-12),0,1,0,1,0
2026-02-14,토,2,장항선,192.8,석탄,17.1,하,새벽(00-06),0,0,0,1,0
2026-01-25,일,1,경부선,317.6,유류,3.8,상,오전(06-12),0,0,0,1,0
2026-10-31,토,10,경부선,296.4,유류,11.3,하,새벽(00-06),0,1,0,0,0
2026-11-22,일,11,중앙선,155.3,컨테이너,18.2,하,오전(06-12),1,0,0,0,0
2026-02-25,수,2,호남선,198.4,철강,15.1,하,오전(06-12),0,1,0,1,0
2026-09-30,수,9,충북선,166.4,철강,13.1,상,새벽(00-06),0,1,0,0,0
2026-03-07,토,3,중앙선,124.7,시멘트,2.2,하,오후(12-18),0,0,0,0,0
2026-05-15,금,5,영동선,98.1,시멘트,8.3,상,오전(06-12),0,1,0,0,0
2026-08-07,금,8,중앙선,123.4,철강,12.4,하,오후(12-18),0,0,1,0,0
2026-09-20,일,9,중앙선,171.7,기타,3.4,하,야간(18-24),0,0,0,0,0
2026-11-16,월,11,중앙선,235.2,기타,16.8,상,야간(18-24),0,0,0,0,0
2026-01-17,토,1,중앙선,151.8,시멘트,11.3,하,오전(06-12),0,1,0,1,0
2026-03-13,금,3,중앙선,217.9,철강,1.0,상,오전(06-12),1,0,0,0,1
2026-04-13,월,4,전라선,314.9,시멘트,8.6,하,오전(06-12),0,0,0,0,0
2026-04-24,금,4,경부선,378.3,유류,10.3,상,오전(06-12),0,0,0,0,0
2026-12-31,목,12,전라선,233.4,석탄,11.2,상,새벽(00-06),0,0,0,1,0
2026-10-11,일,10,경부선,354.5,광석,20.5,하,새벽(00-06),0,0,0,0,0
2026-04-27,월,4,중앙선,145.4,기타,15.5,상,야간(18-24),0,0,0,0,0
2026-12-21,월,12,경부선,257.3,컨테이너,3.8,하,새벽(00-06),0,0,0,1,0
2026-07-02,목,7,충북선,162.0,기타,3.1,하,오전(06-12),0,0,1,0,0
2026-07-02,목,7,전라선,241.4,석탄,10.4,상,새벽(00-06),0,1,1,0,0
2026-06-08,월,6,중앙선,231.6,컨테이너,12.8,하,새벽(00-06),0,1,1,0,0
2026-02-22,일,2,경부선,297.4,컨테이너,18.0,상,새벽(00-06),0,1,0,1,0
2026-12-08,화,12,경부선,327.9,석탄,22.4,하,오전(06-12),0,0,0,1,0
2026-01-06,화,1,태백선,138.7,컨테이너,22.7,하,오후(12-18),0,1,0,1,0
2026-03-05,목,3,경부선,314.9,컨테이너,9.3,상,야간(18-24),0,1,0,0,0
2026-03-25,수,3,장항선,178.2,시멘트,17.6,상,오후(12-18),0,1,0,0,0
2026-04-12,일,4,중앙선,163.4,컨테이너,14.6,상,야간(18-24),0,0,0,0,1
2026-02-18,수,2,경부선,331.4,시멘트,5.5,상,오후(12-18),0,0,0,1,0
2026-01-07,수,1,전라선,235.3,철강,1.0,하,새벽(00-06),0,0,0,1,0
2026-09-05,토,9,중앙선,177.9,컨테이너,12.9,하,야간(18-24),0,1,0,0,0
2026-12-20,일,12,경부선,346.8,석탄,3.0,하,오전(06-12),0,0,0,1,0
2026-02-14,토,2,호남선,233.9,컨테이너,6.9,상,야간(18-24),0,0,0,1,1
2026-04-19,일,4,경부선,347.3,유류,7.9,상,새벽(00-06),0,1,0,0,0
2026-07-04,토,7,중앙선,156.8,시멘트,13.3,하,오전(06-12),0,0,1,0,1
2026-12-05,토,12,중앙선,196.8,유류,19.7,하,오전(06-12),0,0,0,1,0
2026-09-11,금,9,중앙선,161.4,철강,12.1,하,새벽(00-06),1,0,0,0,0
2026-10-07,수,10,장항선,181.5,유류,8.8,하,오후(12-18),1,1,0,0,0
2026-08-01,토,8,경부선,283.9,시멘트,1.0,하,야간(18-24),0,0,1,0,1
2026-06-02,화,6,호남선,240.1,시멘트,14.8,상,야간(18-24),0,0,1,0,1
2026-03-14,토,3,전라선,252.9,컨테이너,12.2,상,야간(18-24),0,0,0,0,0
2026-11-12,목,11,호남선,237.0,시멘트,8.7,하,야간(18-24),0,0,0,0,0
2026-10-21,수,10,태백선,156.5,시멘트,19.0,상,야간(18-24),1,0,0,0,0
2026-01-10,토,1,호남선,201.4,시멘트,4.9,상,오후(12-18),0,0,0,1,0
2026-09-19,토,9,충북선,150.7,컨테이너,7.9,상,야간(18-24),0,0,0,0,1
2026-01-31,토,1,중앙선,254.3,시멘트,10.5,상,새벽(00-06),1,0,0,1,0
2026-09-27,일,9,중앙선,187.5,시멘트,8.6,상,야간(18-24),0,1,0,0,0
2026-10-29,목,10,전라선,188.8,시멘트,15.3,하,오전(06-12),0,0,0,0,0
2026-02-17,화,2,중앙선,228.6,석탄,14.8,상,새벽(00-06),0,1,0,1,0
2026-06-08,월,6,전라선,233.7,시멘트,18.3,상,오전(06-12),1,1,1,0,1
2026-02-15,일,2,경부선,380.4,시멘트,15.0,하,야간(18-24),0,1,0,1,0
2026-07-27,월,7,태백선,140.4,시멘트,11.3,상,오후(12-18),0,0,1,0,1
2026-12-05,토,12,경부선,319.4,철강,10.0,하,새벽(00-06),0,0,0,1,0
2026-01-30,금,1,호남선,246.4,철강,14.7,상,오전(06-12),0,1,0,1,0
2026-05-26,화,5,경부선,258.7,컨테이너,10.9,하,야간(18-24),0,0,0,0,0
2026-12-22,화,12,경부선,296.8,컨테이너,12.3,상,오후(12-18),0,0,0,1,0
2026-04-20,월,4,장항선,161.9,석탄,15.1,하,새벽(00-06),0,0,0,0,0
2026-02-18,수,2,태백선,91.6,철강,12.8,상,오후(12-18),0,1,0,1,0
2026-06-28,일,6,전라선,255.6,컨테이너,13.9,상,오후(12-18),0,0,1,0,0
2026-07-05,일,7,호남선,194.3,시멘트,7.3,하,새벽(00-06),0,0,1,0,0
2026-08-30,일,8,경부선,356.4,컨테이너,20.1,상,오전(06-12),0,0,1,0,0
2026-04-25,토,4,태백선,143.3,철강,5.4,하,오전(06-12),1,0,0,0,0
2026-12-15,화,12,중앙선,214.5,컨테이너,14.6,상,오후(12-18),0,0,0,1,0
2026-07-10,금,7,충북선,149.9,철강,9.1,하,야간(18-24),0,1,1,0,0
2026-04-15,수,4,중앙선,166.6,석탄,18.5,하,야간(18-24),0,0,0,0,0
2026-12-17,목,12,경부선,323.8,유류,17.3,하,오후(12-18),1,0,0,1,1
2026-12-04,금,12,충북선,184.3,기타,12.0,상,오전(06-12),0,0,0,1,0
2026-07-02,목,7,장항선,178.6,시멘트,21.3,상,새벽(00-06),0,0,1,0,0
2026-01-10,토,1,경부선,292.1,석탄,10.9,상,오후(12-18),0,0,0,1,1
2026-08-06,목,8,호남선,178.2,석탄,17.3,상,오전(06-12),0,0,1,0,0
2026-07-22,수,7,충북선,166.4,유류,7.6,하,오후(12-18),0,0,1,0,0
2026-02-24,화,2,경부선,298.0,시멘트,14.4,상,야간(18-24),0,0,0,1,1
2026-08-20,목,8,전라선,227.2,컨테이너,6.4,상,새벽(00-06),0,1,1,0,0
2026-11-03,화,11,경부선,310.6,기타,12.1,상,오전(06-12),0,0,0,0,0
2026-02-08,일,2,경부선,302.4,컨테이너,11.7,상,오후(12-18),0,0,0,1,1
2026-09-22,화,9,전라선,238.2,기타,17.3,상,오전(06-12),0,1,0,0,0
2026-02-21,토,2,경부선,342.4,컨테이너,8.0,상,새벽(00-06),0,0,0,1,0
2026-10-01,목,10,경부선,398.8,시멘트,25.0,하,오후(12-18),1,0,0,0,1
2026-06-02,화,6,전라선,252.1,기타,3.7,상,새벽(00-06),0,1,1,0,0
2026-01-03,토,1,경부선,383.9,석탄,13.4,상,오전(06-12),0,0,0,1,0
2026-12-19,토,12,장항선,163.2,시멘트,13.7,하,야간(18-24),0,0,0,1,1
2026-03-02,월,3,장항선,147.6,컨테이너,15.2,상,오전(06-12),0,1,0,0,0
2026-08-06,목,8,경부선,319.6,컨테이너,8.9,하,새벽(00-06),0,1,1,0,0
2026-03-08,일,3,충북선,182.8,컨테이너,13.5,하,야간(18-24),0,0,0,0,0
2026-12-07,월,12,경부선,348.2,시멘트,8.6,하,새벽(00-06),1,0,0,1,1
2026-09-27,일,9,충북선,191.6,시멘트,23.2,하,새벽(00-06),0,0,0,0,0
2026-10-21,수,10,경부선,218.7,컨테이너,8.2,하,야간(18-24),0,0,0,0,0
2026-06-07,일,6,호남선,239.5,시멘트,11.1,상,야간(18-24),0,0,1,0,0
2026-06-20,토,6,경부선,333.6,광석,8.0,상,오전(06-12),0,0,1,0,0
2026-08-20,목,8,전라선,183.1,유류,7.2,상,오후(12-18),0,0,1,0,0
2026-10-14,수,10,경부선,349.1,시멘트,3.6,상,오전(06-12),0,1,0,0,0
2026-11-06,금,11,경부선,327.0,기타,16.0,하,야간(18-24),0,1,0,0,0
2026-01-07,수,1,중앙선,206.6,시멘트,8.0,하,오후(12-18),0,0,0,1,0
2026-08-31,월,8,충북선,186.3,시멘트,7.2,하,오후(12-18),0,0,1,0,1
2026-02-09,월,2,영동선,116.3,시멘트,6.2,상,새벽(00-06),0,1,0,1,0
2026-04-16,목,4,경부선,261.3,유류,13.8,하,새벽(00-06),0,0,0,0,0
2026-10-30,금,10,경부선,314.5,컨테이너,12.1,하,새벽(00-06),1,0,0,0,0
2026-04-02,목,4,중앙선,136.7,컨테이너,12.2,상,오후(12-18),0,1,0,0,0
2026-10-18,일,10,중앙선,216.0,기타,7.4,하,오후(12-18),0,0,0,0,0
2026-06-18,목,6,부산신항선,14.8,철강,14.6,하,오전(06-12),0,0,1,0,0
2026-03-26,목,3,부산신항선,6.9,철강,8.0,상,새벽(00-06),0,0,0,0,0
2026-05-02,토,5,부산신항선,8.6,철강,12.4,하,오전(06-12),0,1,0,0,0
2026-07-13,월,7,경부선,284.9,석탄,11.2,상,새벽(00-06),0,0,1,0,0
2026-10-07,수,10,중앙선,177.4,컨테이너,1.9,하,야간(18-24),0,0,0,0,0
2026-08-10,월,8,장항선,187.8,철강,24.2,하,야간(18-24),0,0,1,0,0
2026-12-07,월,12,중앙선,177.8,컨테이너,15.4,상,오후(12-18),0,0,0,1,0
2026-11-13,금,11,전라선,249.0,컨테이너,13.1,상,야간(18-24),0,0,0,0,0
2026-10-02,금,10,경부선,362.8,기타,14.0,하,오후(12-18),0,0,0,0,0
2026-08-09,일,8,중앙선,231.9,컨테이너,24.3,하,오전(06-12),0,0,1,0,1
2026-04-16,목,4,태백선,113.1,컨테이너,18.8,하,오후(12-18),0,0,0,0,0
2026-05-31,일,5,경부선,375.6,컨테이너,14.1,상,새벽(00-06),0,0,0,0,1
2026-02-13,금,2,영동선,131.8,유류,7.8,하,새벽(00-06),0,0,0,1,0
2026-05-17,일,5,중앙선,247.6,기타,8.7,상,오후(12-18),0,0,0,0,0
2026-12-05,토,12,경부선,313.9,컨테이너,1.2,상,새벽(00-06),0,0,0,1,0
2026-06-05,금,6,경부선,290.1,시멘트,9.8,하,야간(18-24),0,0,1,0,0
2026-02-11,수,2,경부선,280.8,철강,16.0,상,새벽(00-06),0,1,0,1,0
2026-08-26,수,8,충북선,133.8,석탄,15.8,상,오전(06-12),0,0,1,0,0
2026-12-18,금,12,경부선,320.7,컨테이너,15.7,상,오전(06-12),0,0,0,1,1
2026-11-13,금,11,충북선,182.5,컨테이너,8.9,상,새벽(00-06),1,0,0,0,1
2026-04-11,토,4,부산신항선,14.5,시멘트,15.3,상,새벽(00-06),0,0,0,0,0
2026-06-15,월,6,중앙선,176.3,컨테이너,16.9,상,오전(06-12),0,0,1,0,0
2026-07-13,월,7,경부선,318.7,철강,1.0,하,새벽(00-06),0,0,1,0,0
2026-04-01,수,4,중앙선,189.7,컨테이너,13.8,상,새벽(00-06),0,0,0,0,0
2026-04-09,목,4,장항선,166.9,유류,24.5,상,새벽(00-06),0,0,0,0,0
2026-03-28,토,3,충북선,179.7,석탄,10.3,하,오전(06-12),0,0,0,0,0
2026-12-30,수,12,경부선,334.7,석탄,1.0,상,야간(18-24),1,1,0,1,0
2026-09-30,수,9,충북선,164.8,철강,7.1,하,야간(18-24),0,0,0,0,0
2026-11-03,화,11,중앙선,205.8,컨테이너,1.1,상,오전(06-12),0,0,0,0,1
2026-10-26,월,10,중앙선,214.8,컨테이너,8.2,상,오후(12-18),0,0,0,0,0
2026-12-17,목,12,경부선,344.4,시멘트,4.7,하,야간(18-24),0,1,0,1,0
2026-02-08,일,2,영동선,97.2,철강,17.6,하,오전(06-12),0,0,0,1,0
2026-11-18,수,11,경부선,356.1,유류,16.7,상,야간(18-24),1,0,0,0,0
2026-01-25,일,1,경부선,330.4,시멘트,14.1,상,야간(18-24),0,1,0,1,1
2026-06-23,화,6,경부선,302.8,철강,19.4,상,새벽(00-06),0,0,1,0,1
2026-08-05,수,8,충북선,167.2,컨테이너,8.6,하,오전(06-12),1,1,1,0,0
2026-05-11,월,5,중앙선,205.4,컨테이너,12.4,하,야간(18-24),0,0,0,0,0
2026-02-23,월,2,경부선,363.5,컨테이너,25.0,하,새벽(00-06),0,0,0,1,0
2026-03-12,목,3,중앙선,156.7,광석,15.5,하,새벽(00-06),0,0,0,0,0
2026-10-29,목,10,전라선,269.1,시멘트,15.5,하,새벽(00-06),0,0,0,0,1
2026-04-27,월,4,경부선,321.1,시멘트,7.4,상,새벽(00-06),0,0,0,0,0
2026-04-24,금,4,부산신항선,9.1,철강,9.5,하,새벽(00-06),0,0,0,0,0
2026-12-04,금,12,중앙선,174.5,컨테이너,6.0,하,오전(06-12),0,0,0,1,0
2026-02-22,일,2,경부선,280.1,컨테이너,22.1,하,야간(18-24),0,0,0,1,0
2026-12-01,화,12,호남선,164.7,컨테이너,2.7,상,새벽(00-06),1,1,0,1,1
2026-12-03,목,12,장항선,193.1,컨테이너,17.5,하,야간(18-24),1,0,0,1,0
2026-08-07,금,8,중앙선,262.6,시멘트,15.5,하,야간(18-24),0,0,1,0,1
2026-03-02,월,3,태백선,103.1,컨테이너,2.4,하,오전(06-12),0,0,0,0,0
2026-02-26,목,2,충북선,137.5,철강,18.9,상,야간(18-24),0,0,0,1,0
2026-04-14,화,4,중앙선,219.6,유류,10.4,하,오후(12-18),1,1,0,0,0
2026-07-30,목,7,태백선,134.6,광석,4.1,하,새벽(00-06),1,0,1,0,1
2026-02-26,목,2,장항선,196.3,컨테이너,14.2,상,새벽(00-06),0,0,0,1,0
2026-06-16,화,6,중앙선,189.7,시멘트,7.1,상,오전(06-12),1,0,1,0,0
2026-02-12,목,2,충북선,146.8,컨테이너,10.8,하,야간(18-24),0,0,0,1,0
2026-07-17,금,7,중앙선,185.4,컨테이너,9.0,하,새벽(00-06),0,1,1,0,0
2026-01-08,목,1,경부선,224.9,석탄,6.7,하,오후(12-18),0,0,0,1,0
2026-09-16,수,9,영동선,92.6,시멘트,4.9,하,야간(18-24),0,1,0,0,0
2026-01-21,수,1,충북선,185.0,석탄,16.8,하,야간(18-24),0,0,0,1,0
2026-03-13,금,3,충북선,191.1,유류,13.9,상,야간(18-24),0,1,0,0,0
2026-03-05,목,3,충북선,196.5,컨테이너,13.6,하,새벽(00-06),0,1,0,0,0
2026-10-31,토,10,충북선,172.3,광석,9.8,하,새벽(00-06),0,1,0,0,0
2026-01-20,화,1,경부선,230.0,컨테이너,12.3,상,새벽(00-06),1,0,0,1,0
2026-06-06,토,6,영동선,100.3,기타,7.6,상,새벽(00-06),0,0,1,0,0
2026-08-04,화,8,충북선,194.4,석탄,7.5,상,야간(18-24),0,0,1,0,0
2026-07-08,수,7,전라선,278.1,컨테이너,22.3,하,오후(12-18),1,0,1,0,0
2026-09-06,일,9,중앙선,241.0,시멘트,17.3,상,야간(18-24),0,0,0,0,0
2026-10-21,수,10,경부선,310.7,컨테이너,8.6,하,오전(06-12),1,0,0,0,0
2026-05-24,일,5,경부선,267.9,철강,3.0,상,오전(06-12),0,0,0,0,0
2026-10-30,금,10,중앙선,191.9,컨테이너,1.8,하,새벽(00-06),0,0,0,0,0
2026-04-27,월,4,경부선,320.8,유류,8.2,하,오전(06-12),0,1,0,0,0
2026-12-26,토,12,전라선,276.4,컨테이너,12.6,하,야간(18-24),0,1,0,1,0
2026-07-04,토,7,부산신항선,11.3,기타,12.7,상,오후(12-18),0,0,1,0,0
2026-09-26,토,9,중앙선,193.9,컨테이너,12.9,상,야간(18-24),0,0,0,0,1
2026-11-16,월,11,중앙선,195.9,석탄,14.0,상,야간(18-24),0,0,0,0,0
2026-10-17,토,10,전라선,241.4,철강,5.8,상,새벽(00-06),0,0,0,0,1
2026-11-07,토,11,경부선,345.3,컨테이너,21.0,상,새벽(00-06),0,0,0,0,0
2026-07-15,수,7,호남선,190.1,컨테이너,10.8,하,오후(12-18),0,0,1,0,0
2026-01-16,금,1,중앙선,156.3,시멘트,13.8,하,오전(06-12),0,0,0,1,0
2026-06-29,월,6,경부선,375.0,석탄,8.1,상,새벽(00-06),0,0,1,0,1
2026-03-08,일,3,경부선,254.6,유류,13.9,상,새벽(00-06),0,0,0,0,1
2026-11-21,토,11,호남선,249.1,컨테이너,24.5,하,야간(18-24),1,0,0,0,1
2026-03-28,토,3,경부선,243.8,유류,6.1,상,야간(18-24),0,1,0,0,0
2026-03-25,수,3,전라선,211.9,광석,5.3,하,오전(06-12),0,0,0,0,0
2026-04-02,목,4,경부선,359.1,철강,6.8,하,오후(12-18),0,0,0,0,1
2026-08-23,일,8,경부선,320.2,컨테이너,10.0,하,새벽(00-06),0,1,1,0,0
2026-07-28,화,7,부산신항선,6.7,컨테이너,8.9,상,새벽(00-06),1,0,1,0,0
2026-12-13,일,12,경부선,337.3,기타,5.8,하,오전(06-12),0,0,0,1,0
2026-06-01,월,6,경부선,322.9,철강,11.7,하,새벽(00-06),1,0,1,0,0
2026-04-14,화,4,충북선,155.9,석탄,21.4,상,야간(18-24),0,0,0,0,0
2026-01-18,일,1,태백선,123.0,광석,11.1,하,새벽(00-06),0,0,0,1,0
2026-01-03,토,1,중앙선,192.1,컨테이너,11.4,상,오전(06-12),0,1,0,1,0
2026-05-17,일,5,경부선,296.9,철강,14.1,상,야간(18-24),0,1,0,0,0
2026-12-04,금,12,영동선,146.3,석탄,15.9,하,새벽(00-06),0,0,0,1,1
2026-07-11,토,7,전라선,222.2,유류,20.2,하,오후(12-18),0,1,1,0,0
2026-11-23,월,11,태백선,128.0,철강,13.4,상,오전(06-12),0,1,0,0,0
2026-02-07,토,2,장항선,168.8,시멘트,12.0,하,새벽(00-06),1,0,0,1,1
2026-02-04,수,2,전라선,282.7,컨테이너,6.1,하,새벽(00-06),0,1,0,1,0
2026-11-01,일,11,중앙선,135.9,광석,16.4,상,야간(18-24),0,0,0,0,0
2026-02-08,일,2,중앙선,205.9,철강,6.9,상,오전(06-12),0,0,0,1,0
2026-01-19,월,1,전라선,222.2,시멘트,6.7,상,새벽(00-06),0,0,0,1,0
2026-05-28,목,5,전라선,186.7,기타,13.2,상,오전(06-12),0,0,0,0,0
2026-12-04,금,12,호남선,187.7,컨테이너,21.2,상,야간(18-24),0,0,0,1,0
